app,DisplayName,License,Whitelist,Blacklist
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--extension-process_--enable-webrtc-hw-h264-encoding_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.7.632641659","Google Chrome",,,
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--extension-process_--enable-webrtc-hw-h264-encoding_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.8.1721325034","Google Chrome",,,
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/*ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/*IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/*OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/*PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.10.208727287","Google Chrome",,,
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/*AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/*ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/*IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/*OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/*PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.79.852389199","Google Chrome",,,
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/*AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/*ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/*IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/*OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/*PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.90.1121415923","Google Chrome",,,
"Google Chrome_Canary.app/Contents/Versions/48.0.2541.0/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AVFoundationMacVideoCapture/EnabledByFlag/AffiliationBasedMatching/Enabled/AppBannerTriggering/Conservative/AudioProcessing48kHzSupport/Enabled/*AutofillClassifier/Control/*AutofillProfileOrderByFrecency/Control/*AutomaticTabDiscarding/Control/BackgroundRendererProcesses/Disallow/*BackgroundTracing/default/CTRequiredForEVTrial/RequirementEnforced/CaptivePortalInterstitial/Enabled/*ChildAccountDetection/Enabled/ChromeDashboard/Default/*ChromeSuggestions/FeedbackRanker_Mixed_2/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*CrossDevicePromo/ControlLarge/*DataReductionProxyConfigService/Control_Enabled/*DomRel-Enable/enable/*EmbeddedSearch/Group1_dev:pp6_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionActionRedesign/Default/*ExtensionDeveloperModeWarning/Control/*ExtensionInstallVerification/Control/*IconNTP/Default/InstanceID/Enabled/*IntelligentSessionRestore/Enabled2/*LightSpeed/Control_PrefetchDWriteFontCache/*LocalNTPSuggestionsService/Control/MaterialDesignDownloads/Control/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/*OmniboxBundledExperimentV1/DevHQPDoesHUPLikeScoringControl/*OutOfProcessPac/Default/PasswordBranding/Disabled/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Bubble/*PluginPowerSaver/Enabled/*PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/Enabled/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/*ResourcePriorities/Disabled/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/SSLCommonNameMismatchHandling/Enabled/*SafeBrowsingIncidentReportingService/Enabled/SafeBrowsingReportPhishingErrorLink/Enabled/SafeBrowsingSocialEngineeringStrings/Disabled/SafeBrowsingUpdateFrequency/Default/*SdchPersistence/Disabled/*SimpleCacheTrial/ExperimentYes/*SiteEngagement/Default/SlimmingPaint/DisableSlimmingPaint/*StunProbeTrial/Default/SyncBackingDatabase32K/Enabled/SyncOptimisticBookmarkAssociation/Disabled/TabSyncByRecency/Enabled/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/default/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Interval_30min/VoiceTrigger/Install/WebRTC-LocalIPPermissionCheck/Enabled/WebRTC-PeerConnectionDTLS1.2/Control/*WebRTC-SupportVP9/Default/_--metrics-client-id=E51C3D9E-0A93-A1BF-AE83-94D6D2DA2FF4_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--num-raster-threads=2_--enable-zero-copy_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037,34037_--video-image-texture-target=34037_--channel=959.95.224479107","Google Chrome",,,
"Google Chrome.app/Contents/MacOS/Google_Chrome","Google Chrome",,,
"Google Chrome.app/Contents/Versions/46.0.2490.71/Google_Chrome_Framework.framework/Helpers/crashpad_handler_--database=/Users/jbjerke/Library/Application_Support/Google/Chrome/Crashpad_--url=https://clients2.google.com/cr/report_--annotation=plat=OS_X_--annotation=prod=Chrome_Mac_--annotation=ver=46.0.2490.71_--handshake-fd=7","Google Chrome",,,
"Google Chrome.app/Contents/Versions/46.0.2490.71/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=gpu-process_--channel=957.0.1258421553_--supports-dual-gpus=false_--gpu-driver-bug-workarounds=14,24,29,32,41,45,48,52,58_--gpu-vendor-id=0x8086_--gpu-device-id=0x0a26_--gpu-driver-vendor_--gpu-driver-version","Google Chrome",,,
"Google Chrome.app/Contents/Versions/46.0.2490.71/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AffiliationBasedMatching/Enabled/AppBannerTriggering/Aggressive/AudioProcessing48kHzSupport/Default/*AutofillClassifier/Default/BackgroundRendererProcesses/Disallow/CaptivePortalInterstitial/Enabled/ChildAccountDetection/Disabled/ChromeDashboard/Default/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*DomRel-Enable/enable/*EmbeddedSearch/Group6_pct:10f_stable:pp2_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionContentVerification/Enforce/ExtensionDeveloperModeWarning/Default/*ExtensionInstallVerification/None/FlashHardwareVideoDecode/HwVideo/*GoogleNow/Enable/*IconNTP/Default/InstanceID/Enabled/IntelligentSessionRestore/Enabled2/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/OmniboxBundledExperimentV1/Postperiod_AnswersInSuggest_A2/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Infobar/*PluginPowerSaver/Enabled/PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/EnabledNoIdForLargePopulation/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/*SafeBrowsingIncidentReportingService/Default/SafeBrowsingReportPhishingErrorLink/Disabled/SafeBrowsingSocialEngineeringStrings/Disabled/*SdchPersistence/Enabled/SessionRestoreBackgroundLoading/Restore/SlimmingPaint/EnableSlimmingPaint/SyncBackingDatabase32K/Enabled/*UMA-Dynamic-Binary-Uniformity-Trial/default/*UMA-Dynamic-Uniformity-Trial/Group3/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/group_01/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Default/VoiceTrigger/Install/_--extension-process_--enable-webrtc-hw-h264-encoding_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--enable-delegated-renderer_--num-raster-threads=2_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037_--video-image-texture-target=34037_--channel=957.1.454692912","Google Chrome",,,
"Google Chrome.app/Contents/Versions/46.0.2490.71/Google_Chrome_Helper.app/Contents/MacOS/Google_Chrome_Helper_--type=renderer_--lang=en-US_--force-fieldtrials=AffiliationBasedMatching/Enabled/AppBannerTriggering/Aggressive/AudioProcessing48kHzSupport/Default/*AutofillClassifier/Default/*BackgroundRendererProcesses/Disallow/CaptivePortalInterstitial/Enabled/ChildAccountDetection/Disabled/ChromeDashboard/Default/ChromotingQUIC/Disabled/*ClientSideDetectionModel/Model0/*DomRel-Enable/enable/*EmbeddedSearch/Group6_pct:10f_stable:pp2_prefetch_results:1_reuse_instant_search_base_page:1/EnableGoogleCachedCopyTextExperiment/Button/*EnhancedBookmarks/Default/*ExtensionContentVerification/Enforce/ExtensionDeveloperModeWarning/Default/*ExtensionInstallVerification/None/FlashHardwareVideoDecode/HwVideo/*GoogleNow/Enable/*IconNTP/Default/InstanceID/Enabled/IntelligentSessionRestore/Enabled2/*NewProfileManagement/Enabled/NewVideoRendererTrial/Enabled/OmniboxBundledExperimentV1/Postperiod_AnswersInSuggest_A2/*PasswordGeneration/Disabled/PasswordLinkInSettings/Enabled/PasswordManagerUI/Infobar/*PluginPowerSaver/Enabled/PrerenderFromOmnibox/OmniboxPrerenderEnabled/*QUIC/EnabledNoIdForLargePopulation/*RefreshTokenDeviceId/Enabled/ReportCertificateErrors/ShowAndPossiblySend/SHA1IdentityUIWarning/Enabled/SHA1ToolbarUIJanuary2016/Warning/SHA1ToolbarUIJanuary2017/Error/*SafeBrowsingIncidentReportingService/Default/SafeBrowsingReportPhishingErrorLink/Disabled/SafeBrowsingSocialEngineeringStrings/Disabled/*SdchPersistence/Enabled/SessionRestoreBackgroundLoading/Restore/*SlimmingPaint/EnableSlimmingPaint/SyncBackingDatabase32K/Enabled/*UMA-Dynamic-Binary-Uniformity-Trial/default/*UMA-Dynamic-Uniformity-Trial/Group3/*UMA-Population-Restrict/normal/*UMA-Uniformity-Trial-100-Percent/group_01/*UMA-Uniformity-Trial-20-Percent/default/*UMA-Uniformity-Trial-50-Percent/group_01/*UseDelayAgnosticAEC/DefaultEnabled/*VarationsServiceControl/Default/VoiceTrigger/Install/_--extension-process_--enable-webrtc-hw-h264-encoding_--disable-client-side-phishing-detection_--enable-offline-auto-reload_--enable-offline-auto-reload-visible-only_--enable-delegated-renderer_--num-raster-threads=2_--content-image-texture-target=3553,3553,3553,3553,3553,34037,3553,3553,3553,34037,3553,34037_--video-image-texture-target=34037_--channel=957.2.1006491936","Google Chrome",,,
